Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
20000,4/22/2016,house,596,4.85%,482xx,MI,< 1 year,0
1000,4/22/2016,other,,25.80%,968xx,HI,< 1 year,0
15000,4/22/2016,debt_consolidation,643,40.54%,314xx,GA,< 1 year,0
5000,4/22/2016,major_purchase,,42.61%,765xx,TX,< 1 year,0
35000,4/22/2016,home_improvement,,5.11%,125xx,NY,< 1 year,0
30000,4/22/2016,debt_consolidation,,67.07%,789xx,TX,< 1 year,0
36000,4/22/2016,debt_consolidation,659,27.90%,462xx,IN,< 1 year,0
10000,4/22/2016,Major purchase,,4.71%,068xx,CT,6 years,0
20000,4/22/2016,debt_consolidation,670,22.64%,231xx,VA,< 1 year,0
3500,4/22/2016,debt_consolidation,,8.93%,300xx,GA,< 1 year,0
12000,4/22/2016,debt_consolidation,,43.40%,330xx,FL,< 1 year,0
35000,4/22/2016,debt_consolidation,,30.12%,329xx,FL,< 1 year,0
5000,4/22/2016,debt_consolidation,,48.67%,952xx,CA,< 1 year,0
1000,4/22/2016,car,,38.32%,850xx,AZ,< 1 year,0
10000,4/22/2016,credit_card,,33.24%,331xx,FL,< 1 year,0
10000,4/22/2016,debt_consolidation,,13%,349xx,FL,< 1 year,0
20000,4/22/2016,debt_consolidation,,17.81%,111xx,NY,< 1 year,0
5000,4/22/2016,home_improvement,,3125%,474xx,IN,< 1 year,0
1000,4/22/2016,other,,18.15%,178xx,PA,5 years,0
4000,4/22/2016,debt_consolidation,,7.20%,543xx,WI,5 years,0
10000,4/22/2016,debt_consolidation,656,3.52%,967xx,HI,< 1 year,0
10000,4/22/2016,debt_consolidation,680,219.92%,282xx,NC,< 1 year,0
7000,4/22/2016,debt_consolidation,,16.24%,201xx,VA,< 1 year,0
6000,4/22/2016,debt_consolidation,,8.27%,902xx,CA,< 1 year,0
1000,4/22/2016,renewable_energy,,8.24%,563xx,MN,< 1 year,0
20000,4/22/2016,debt_consolidation,,60.23%,156xx,PA,< 1 year,0
10000,4/22/2016,debt_consolidation,,39.22%,349xx,FL,< 1 year,0
15000,4/22/2016,debt_consolidation,,13.71%,852xx,AZ,< 1 year,0
1000,4/22/2016,medical,,2.27%,326xx,FL,< 1 year,0
9800,4/22/2016,debt_consolidation,,2.14%,191xx,PA,< 1 year,0
20000,4/22/2016,debt_consolidation,,22.74%,113xx,NY,< 1 year,0
16000,4/22/2016,medical,692,20.47%,847xx,UT,< 1 year,0
2000,4/22/2016,other,,5.27%,331xx,FL,< 1 year,0
1500,4/22/2016,debt_consolidation,615,13.17%,113xx,NY,< 1 year,0
3000,4/22/2016,major_purchase,,20.67%,232xx,VA,< 1 year,0
3000,4/22/2016,major_purchase,,19.11%,760xx,TX,< 1 year,0
17000,4/22/2016,credit_card,,16.68%,775xx,TX,5 years,0
12000,4/22/2016,debt_consolidation,,11.41%,906xx,CA,< 1 year,0
4000,4/22/2016,other,,6.61%,852xx,AZ,5 years,0
5000,4/22/2016,debt_consolidation,595,13.40%,326xx,FL,< 1 year,0
6000,4/22/2016,house,,0.75%,484xx,MI,5 years,0
3000,4/22/2016,house,,225.90%,339xx,FL,< 1 year,0
5000,4/22/2016,car,725,6%,330xx,FL,< 1 year,0
4400,4/22/2016,debt_consolidation,,16.72%,664xx,KS,5 years,0
1600,4/22/2016,other,,27.24%,255xx,WV,5 years,0
8000,4/22/2016,debt_consolidation,,11.26%,117xx,NY,< 1 year,0
10000,4/22/2016,other,,41.93%,112xx,NY,< 1 year,0
2000,4/22/2016,other,,16.42%,784xx,TX,< 1 year,0
10000,4/22/2016,major_purchase,,1.48%,945xx,CA,5 years,0
3200,4/22/2016,credit_card,,50.89%,392xx,MS,< 1 year,0
10000,4/22/2016,credit_card,669,56.84%,344xx,FL,< 1 year,0
23000,4/22/2016,home_improvement,,11.70%,386xx,MS,< 1 year,0
10000,4/22/2016,medical,,4.80%,894xx,NV,< 1 year,0
20000,4/22/2016,debt_consolidation,726,46.06%,953xx,CA,< 1 year,0
12000,4/22/2016,credit_card,,11.50%,934xx,CA,5 years,0
15000,4/22/2016,credit_card,,11.60%,300xx,GA,5 years,0
3000,4/22/2016,debt_consolidation,,3.39%,119xx,NY,< 1 year,0
28000,4/22/2016,debt_consolidation,,6.47%,112xx,NY,< 1 year,0
15000,4/22/2016,debt_consolidation,,6.14%,305xx,GA,< 1 year,0
10000,4/22/2016,debt_consolidation,,4.91%,532xx,WI,5 years,0
12000,4/22/2016,car,,8.80%,295xx,SC,< 1 year,0
10000,4/22/2016,debt_consolidation,,1.80%,113xx,NY,< 1 year,0
1000,4/22/2016,credit_card,,-1%,902xx,CA,< 1 year,0
20000,4/22/2016,debt_consolidation,668,80.35%,284xx,NC,< 1 year,0
25000,4/22/2016,debt_consolidation,,18.62%,434xx,OH,< 1 year,0
20000,4/22/2016,debt_consolidation,692,11.90%,762xx,TX,< 1 year,0
9850,4/22/2016,credit_card,,11.17%,752xx,TX,5 years,0
20100,4/22/2016,debt_consolidation,,26.44%,573xx,SD,< 1 year,0
5000,4/22/2016,home_improvement,,25.15%,233xx,VA,5 years,0
3000,4/22/2016,debt_consolidation,,19.31%,923xx,CA,< 1 year,0
10000,4/22/2016,debt_consolidation,,27.09%,251xx,WV,< 1 year,0
5000,4/22/2016,major_purchase,,0.06%,850xx,AZ,< 1 year,0
21000,4/22/2016,debt_consolidation,687,31.40%,454xx,OH,< 1 year,0
5000,4/22/2016,other,,7.36%,797xx,TX,5 years,0
35000,4/22/2016,other,867,0.11%,932xx,CA,< 1 year,0
10000,4/22/2016,debt_consolidation,,1.71%,114xx,NY,< 1 year,0
35000,4/22/2016,debt_consolidation,643,41.13%,727xx,AR,< 1 year,0
15000,4/22/2016,Credit card refinancing,,22.96%,073xx,NJ,,0
5000,4/22/2016,debt_consolidation,,29.72%,469xx,IN,< 1 year,0
5000,4/22/2016,debt_consolidation,,45.74%,255xx,WV,< 1 year,0
6500,4/22/2016,debt_consolidation,,22.37%,305xx,GA,< 1 year,0
5000,4/22/2016,debt_consolidation,,26.28%,278xx,NC,< 1 year,0
40000,4/22/2016,debt_consolidation,,57.90%,891xx,NV,< 1 year,0
14500,4/22/2016,car,,2.78%,347xx,FL,< 1 year,0
15000,4/22/2016,debt_consolidation,,39.99%,721xx,AR,< 1 year,0
10000,4/22/2016,credit_card,,77.84%,932xx,CA,< 1 year,0
15000,4/22/2016,debt_consolidation,,15.07%,850xx,AZ,< 1 year,0
15000,4/22/2016,debt_consolidation,,51%,850xx,AZ,< 1 year,0
6000,4/22/2016,debt_consolidation,,5.34%,323xx,FL,< 1 year,0
15000,4/22/2016,debt_consolidation,614,26.72%,300xx,GA,< 1 year,0
5000,4/22/2016,home_improvement,574,0.07%,115xx,NY,< 1 year,0
35000,4/22/2016,home_improvement,,17.78%,220xx,VA,5 years,0
4000,4/22/2016,credit_card,,17.72%,217xx,MD,< 1 year,0
15000,4/22/2016,debt_consolidation,,35.06%,891xx,NV,< 1 year,0
14000,4/22/2016,debt_consolidation,639,40.21%,333xx,FL,< 1 year,0
15000,4/22/2016,debt_consolidation,,11.15%,820xx,WY,,0
3000,4/22/2016,other,,22.28%,295xx,SC,< 1 year,0
20000,4/22/2016,home_improvement,680,5.65%,283xx,NC,< 1 year,0
20000,4/22/2016,home_improvement,,66.77%,993xx,WA,< 1 year,0
16500,4/22/2016,debt_consolidation,615,37.60%,891xx,NV,< 1 year,0
10275,4/22/2016,credit_card,,5.20%,281xx,NC,5 years,0
20000,4/22/2016,debt_consolidation,,-1%,113xx,NY,< 1 year,0
3000,4/22/2016,other,,3%,982xx,WA,5 years,0
3000,4/22/2016,debt_consolidation,,28.96%,923xx,CA,< 1 year,0
10000,4/22/2016,medical,,-1%,622xx,IL,< 1 year,0
20000,4/22/2016,debt_consolidation,,33.60%,978xx,OR,< 1 year,0
8000,4/22/2016,debt_consolidation,,38.41%,273xx,NC,< 1 year,0
4000,4/22/2016,major_purchase,,0%,970xx,OR,< 1 year,0
12000,4/22/2016,debt_consolidation,660,7.06%,919xx,CA,< 1 year,0
10000,4/22/2016,major_purchase,,23.80%,970xx,OR,< 1 year,0
5000,4/22/2016,debt_consolidation,,42.68%,060xx,CT,< 1 year,0
7125,4/22/2016,debt_consolidation,,15.32%,799xx,TX,5 years,0
10000,4/22/2016,Home improvement,,3.49%,891xx,NV,2 years,0
5000,4/22/2016,Business,675,10.52%,331xx,FL,1 year,0
18000,4/22/2016,major_purchase,,1.01%,787xx,TX,< 1 year,0
15000,4/22/2016,debt_consolidation,,1.41%,956xx,CA,< 1 year,0
5000,4/22/2016,debt_consolidation,644,59.15%,389xx,MS,< 1 year,0
25000,4/22/2016,home_improvement,,15.95%,996xx,AK,5 years,0
10000,4/22/2016,debt_consolidation,,24.20%,170xx,PA,< 1 year,0
5500,4/22/2016,debt_consolidation,,17.90%,328xx,FL,< 1 year,0
6000,4/22/2016,debt_consolidation,634,42.41%,443xx,OH,< 1 year,0
20000,4/22/2016,debt_consolidation,,21.19%,975xx,OR,< 1 year,0
25000,4/22/2016,debt_consolidation,,1.20%,300xx,GA,< 1 year,0
25000,4/22/2016,other,,13.99%,847xx,UT,< 1 year,0
7500,4/22/2016,debt_consolidation,,332.62%,335xx,FL,< 1 year,0
15000,4/22/2016,debt_consolidation,,33.27%,705xx,LA,< 1 year,0
20000,4/22/2016,Debt consolidation,679,3.46%,114xx,NY,2 years,0
50000,4/22/2016,Business Loan,,-1%,951xx,CA,< 1 year,0
2000,4/22/2016,Home improvement,,27.92%,030xx,NH,10+ years,2
5000,4/22/2016,debt_consolidation,,8.62%,107xx,NY,< 1 year,0
1000,4/22/2016,home_improvement,,0%,326xx,FL,< 1 year,0
5000,4/22/2016,other,,6.72%,113xx,NY,< 1 year,0
5000,4/22/2016,debt_consolidation,,12.53%,027xx,MA,< 1 year,0
8000,4/22/2016,other,,15.02%,574xx,SD,5 years,0
30000,4/22/2016,credit_card,,36.57%,932xx,CA,5 years,0
35000,4/22/2016,home_improvement,,3.26%,432xx,OH,,0
10000,4/22/2016,Debt consolidation,,38.96%,933xx,CA,5 years,0
20000,4/22/2016,debt_consolidation,657,43.68%,378xx,TN,< 1 year,0
25000,4/22/2016,debt_consolidation,679,379.40%,958xx,CA,< 1 year,0
5000,4/22/2016,debt_consolidation,,11.71%,236xx,VA,< 1 year,0
35000,4/22/2016,debt_consolidation,,29.34%,481xx,MI,5 years,0
13000,4/22/2016,debt_consolidation,,24.45%,774xx,TX,< 1 year,0
15000,4/22/2016,debt_consolidation,,8.25%,405xx,KY,< 1 year,0
6000,4/22/2016,debt_consolidation,,16.34%,286xx,NC,< 1 year,0
18000,4/22/2016,debt_consolidation,,6.40%,932xx,CA,< 1 year,0
35000,4/22/2016,Debt consolidation,,17.15%,891xx,NV,3 years,0
5000,4/22/2016,debt_consolidation,,25.04%,957xx,CA,,0
15000,4/22/2016,small_business,,13.94%,799xx,TX,< 1 year,0
2000,4/22/2016,credit_card,,23.08%,330xx,FL,< 1 year,0
3000,4/22/2016,car,,-1%,740xx,OK,5 years,0
4500,4/22/2016,car,,16.10%,274xx,NC,< 1 year,0
8000,4/22/2016,Debt consolidation,,9.20%,813xx,CO,2 years,2
2000,4/22/2016,Credit card refinancing,,47.95%,329xx,FL,,0
3000,4/22/2016,moving,,15.79%,335xx,FL,< 1 year,0
6000,4/22/2016,debt_consolidation,,4.91%,531xx,WI,< 1 year,0
1000,4/22/2016,moving,,13%,606xx,IL,5 years,0
4000,4/22/2016,other,,9.89%,913xx,CA,< 1 year,0
12000,4/22/2016,debt_consolidation,,17.73%,275xx,NC,5 years,0
17000,4/22/2016,debt_consolidation,,14.58%,140xx,NY,5 years,0
28000,4/22/2016,debt_consolidation,669,34.55%,040xx,ME,< 1 year,0
35000,4/22/2016,debt_consolidation,662,43.18%,284xx,NC,< 1 year,0
30000,4/22/2016,home_improvement,,2.10%,852xx,AZ,< 1 year,0
13600,4/22/2016,debt_consolidation,,23.45%,293xx,SC,< 1 year,0
5000,4/22/2016,other,,3.52%,902xx,CA,< 1 year,0
5000,4/22/2016,debt_consolidation,,13.09%,060xx,CT,< 1 year,0
2000,4/22/2016,debt_consolidation,,3.90%,301xx,GA,,0
8000,4/22/2016,credit_card,,12.21%,913xx,CA,< 1 year,0
1000,4/22/2016,car,,9.08%,902xx,CA,< 1 year,0
35000,4/22/2016,debt_consolidation,,52.60%,046xx,ME,,0
8000,4/22/2016,credit_card,,15.57%,782xx,TX,< 1 year,0
3000,4/22/2016,debt_consolidation,,3.72%,452xx,OH,< 1 year,0
15000,4/22/2016,debt_consolidation,,188.43%,445xx,OH,,0
25000,4/22/2016,Credit card refinancing,,29.12%,900xx,CA,1 year,0
15000,4/22/2016,credit_card,681,64.83%,440xx,OH,< 1 year,0
20000,4/22/2016,debt_consolidation,,10.99%,112xx,NY,< 1 year,0
15000,4/22/2016,credit_card,,13.92%,282xx,NC,< 1 year,0
35000,4/22/2016,other,,1.12%,930xx,CA,< 1 year,0
15000,4/22/2016,debt_consolidation,,33.48%,730xx,OK,5 years,0
12000,4/22/2016,debt_consolidation,,50.06%,921xx,CA,5 years,0
4000,4/22/2016,credit_card,621,35.28%,637xx,MO,< 1 year,0
6850,4/22/2016,credit_card,,37.41%,253xx,WV,< 1 year,0
40000,4/22/2016,debt_consolidation,645,21.89%,945xx,CA,< 1 year,0
5000,4/22/2016,other,,30.90%,919xx,CA,< 1 year,0
35000,4/22/2016,debt_consolidation,,445.78%,900xx,CA,< 1 year,0
2500,4/22/2016,other,,14.44%,492xx,MI,5 years,0
8000,4/22/2016,credit_card,,63.24%,178xx,PA,5 years,0
1000,4/22/2016,debt_consolidation,,-1%,322xx,FL,5 years,0
5000,4/22/2016,credit_card,,50.16%,030xx,NH,5 years,0
20000,4/22/2016,debt_consolidation,,51.42%,112xx,NY,< 1 year,0
20000,4/22/2016,debt_consolidation,,25.12%,033xx,NH,5 years,0
30000,4/22/2016,debt_consolidation,678,10.20%,193xx,PA,< 1 year,0
35000,4/22/2016,small_business,,1.54%,021xx,MA,5 years,0
15000,4/22/2016,debt_consolidation,,36.92%,600xx,IL,< 1 year,0
3000,4/22/2016,other,,0.35%,786xx,TX,< 1 year,0
5250,4/22/2016,home_improvement,,6.29%,388xx,MS,,0
5900,4/22/2016,debt_consolidation,,4.80%,737xx,OK,5 years,0
4800,4/22/2016,credit_card,,13.71%,446xx,OH,5 years,0
10000,4/22/2016,credit_card,650,157.93%,847xx,UT,< 1 year,0
20000,4/22/2016,debt_consolidation,,28.83%,488xx,MI,< 1 year,0
10000,4/22/2016,Debt consolidation,,12.11%,860xx,AZ,1 year,0
15500,4/22/2016,credit_card,,16.75%,923xx,CA,5 years,0
3000,4/22/2016,other,,25.98%,913xx,CA,5 years,0
35000,4/22/2016,debt_consolidation,,42.74%,547xx,WI,5 years,0
2000,4/22/2016,credit_card,669,124.13%,900xx,CA,< 1 year,0
2000,4/22/2016,other,,22.78%,931xx,CA,< 1 year,0
10000,4/22/2016,other,,9.27%,432xx,OH,5 years,0
10000,4/22/2016,debt_consolidation,,19.99%,314xx,GA,< 1 year,0
13500,4/22/2016,debt_consolidation,,9.52%,328xx,FL,5 years,0
35000,4/22/2016,major_purchase,,1.15%,303xx,GA,5 years,0
20000,4/22/2016,credit_card,594,36.39%,302xx,GA,< 1 year,0
20000,4/22/2016,credit_card,,54.15%,977xx,OR,5 years,0
5000,4/22/2016,moving,,12.99%,925xx,CA,5 years,0
6000,4/22/2016,debt_consolidation,,10.24%,917xx,CA,< 1 year,0
40000,4/22/2016,Home improvement,,7.97%,106xx,NY,10+ years,0
9000,4/22/2016,debt_consolidation,,70.77%,620xx,IL,5 years,0
1000,4/22/2016,other,,2.02%,112xx,NY,< 1 year,0
15000,4/22/2016,credit_card,620,29.48%,853xx,AZ,< 1 year,0
25000,4/22/2016,debt_consolidation,,32.48%,985xx,WA,< 1 year,0
40000,4/22/2016,small_business,,2.60%,336xx,FL,< 1 year,0
3500,4/22/2016,car,535,0%,949xx,CA,< 1 year,0
2000,4/22/2016,home_improvement,,6.19%,597xx,MT,< 1 year,0
25000,4/22/2016,credit_card,668,15.17%,606xx,IL,3 years,0
10000,4/22/2016,debt_consolidation,,18.40%,633xx,MO,< 1 year,0
5000,4/22/2016,debt_consolidation,,88.55%,073xx,NJ,< 1 year,0
1000,4/22/2016,Debt consolidation,,21.40%,493xx,MI,4 years,0
5000,4/22/2016,medical,748,191.17%,641xx,MO,< 1 year,0
22000,4/22/2016,car,,23.13%,300xx,GA,< 1 year,0
20000,4/22/2016,debt_consolidation,684,48.20%,302xx,GA,< 1 year,0
7000,4/22/2016,car,,1.16%,331xx,FL,< 1 year,0
10000,4/22/2016,debt_consolidation,675,17.95%,161xx,PA,< 1 year,0
20000,4/22/2016,credit_card,,16.67%,972xx,OR,< 1 year,0
30000,4/22/2016,home_improvement,,10.27%,056xx,VT,5 years,0
1000,4/22/2016,credit_card,,14.84%,331xx,FL,< 1 year,0
12000,4/22/2016,debt_consolidation,,33.48%,330xx,FL,< 1 year,0
15000,4/22/2016,debt_consolidation,,2.20%,985xx,WA,< 1 year,0
10000,4/22/2016,other,,-1%,441xx,OH,5 years,0
20000,4/22/2016,Debt consolidation,,0.13%,028xx,RI,10+ years,0
40000,4/22/2016,debt_consolidation,652,55.45%,945xx,CA,< 1 year,0
20000,4/22/2016,debt_consolidation,702,0.19%,111xx,NY,< 1 year,0
6500,4/22/2016,debt_consolidation,,14.14%,440xx,OH,5 years,0
30000,4/22/2016,debt_consolidation,,61.04%,275xx,NC,< 1 year,0
7000,4/22/2016,debt_consolidation,,52.12%,498xx,MI,< 1 year,0
3000,4/22/2016,other,,5.88%,782xx,TX,< 1 year,0
1500,4/22/2016,debt_consolidation,,64.51%,953xx,CA,< 1 year,0
15000,4/22/2016,debt_consolidation,,52.74%,940xx,CA,,0
8000,4/22/2016,debt_consolidation,637,32.91%,781xx,TX,< 1 year,0
12000,4/22/2016,credit_card,,34.04%,117xx,NY,< 1 year,0
18050,4/22/2016,other,,34.36%,267xx,WV,< 1 year,0
6000,4/22/2016,debt_consolidation,,42.41%,443xx,OH,< 1 year,0
35000,4/22/2016,home_improvement,,2.60%,913xx,CA,5 years,0
20000,4/22/2016,debt_consolidation,,1.83%,112xx,NY,< 1 year,0
35000,4/22/2016,car,,0%,924xx,CA,5 years,0
1000,4/22/2016,moving,,0%,958xx,CA,< 1 year,0
5000,4/22/2016,debt_consolidation,,15.15%,841xx,UT,< 1 year,0
25250,4/22/2016,debt_consolidation,633,24.98%,844xx,UT,< 1 year,0
17000,4/22/2016,debt_consolidation,,16.37%,113xx,NY,< 1 year,0
25000,4/22/2016,debt_consolidation,,11.83%,481xx,MI,5 years,0
75000,4/22/2016,Business Loan,,-1%,451xx,OH,< 1 year,0
25000,4/22/2016,debt_consolidation,,3.49%,305xx,GA,5 years,0
5000,4/22/2016,debt_consolidation,,0%,436xx,OH,< 1 year,0
3000,4/22/2016,major_purchase,,1.36%,079xx,NJ,< 1 year,0
40000,4/22/2016,debt_consolidation,,6.22%,736xx,OK,< 1 year,0
3000,4/22/2016,debt_consolidation,,4.80%,295xx,SC,5 years,0
10000,4/22/2016,debt_consolidation,,46.03%,926xx,CA,< 1 year,0
1500,4/22/2016,debt_consolidation,,10.22%,372xx,TN,< 1 year,0
7000,4/22/2016,debt_consolidation,,55.45%,973xx,OR,< 1 year,0
35000,4/22/2016,major_purchase,,11037.50%,338xx,FL,< 1 year,0
3000,4/22/2016,debt_consolidation,,21.21%,301xx,GA,< 1 year,0
20000,4/22/2016,debt_consolidation,,0%,100xx,NY,< 1 year,0
10000,4/22/2016,credit_card,,4.23%,045xx,ME,< 1 year,0
10000,4/22/2016,debt_consolidation,674,54.46%,606xx,IL,< 1 year,0
8000,4/22/2016,debt_consolidation,,17.44%,959xx,CA,< 1 year,0
35000,4/22/2016,small_business,,6.54%,073xx,NJ,5 years,0
8000,4/22/2016,debt_consolidation,,40.14%,342xx,FL,< 1 year,0
20000,4/22/2016,other,,34.91%,648xx,MO,< 1 year,0
7000,4/22/2016,car,,40.75%,391xx,MS,< 1 year,0
8000,4/22/2016,debt_consolidation,,27.48%,104xx,NY,5 years,0
25000,4/22/2016,house,,5.06%,310xx,GA,5 years,0
5000,4/22/2016,debt_consolidation,,1.56%,104xx,NY,< 1 year,0
1000,4/22/2016,moving,,39.16%,193xx,PA,< 1 year,0
5000,4/22/2016,debt_consolidation,,342.95%,070xx,NJ,< 1 year,0
4000,4/22/2016,debt_consolidation,,25.21%,810xx,CO,< 1 year,0
5000,4/22/2016,debt_consolidation,,2.53%,365xx,AL,< 1 year,0
16000,4/22/2016,debt_consolidation,,19.67%,971xx,OR,< 1 year,0
6500,4/22/2016,credit_card,,17.51%,926xx,CA,< 1 year,0
1000,4/22/2016,medical,,12.62%,980xx,WA,< 1 year,0
3000,4/22/2016,debt_consolidation,,23.60%,328xx,FL,5 years,0
10000,4/22/2016,debt_consolidation,,29.20%,453xx,OH,5 years,0
20000,4/22/2016,Major purchase,,6.40%,609xx,IL,< 1 year,0
1000,4/22/2016,credit_card,,1.31%,360xx,AL,< 1 year,0
20000,4/22/2016,debt_consolidation,699,35.13%,104xx,NY,< 1 year,0
7500,4/22/2016,debt_consolidation,,37.20%,227xx,VA,< 1 year,0
35000,4/22/2016,debt_consolidation,643,21.67%,352xx,AL,< 1 year,0
10000,4/22/2016,debt_consolidation,,7.48%,531xx,WI,5 years,0
4000,4/22/2016,debt_consolidation,,13.99%,535xx,WI,< 1 year,0
20000,4/22/2016,debt_consolidation,,18.24%,054xx,VT,< 1 year,0
20000,4/22/2016,debt_consolidation,,53.04%,264xx,WV,< 1 year,0
30000,4/22/2016,debt_consolidation,,29.86%,316xx,GA,< 1 year,0
10000,4/22/2016,car,,2.36%,112xx,NY,5 years,0
20000,4/22/2016,debt_consolidation,,8.91%,490xx,MI,< 1 year,0
3000,4/22/2016,car,,0%,235xx,VA,< 1 year,0
20000,4/22/2016,Business Loan,,-1%,435xx,AL,< 1 year,0
3000,4/22/2016,debt_consolidation,,8.31%,112xx,NY,< 1 year,0
6000,4/22/2016,other,,18.90%,488xx,MI,< 1 year,0
6000,4/22/2016,debt_consolidation,,25%,982xx,WA,< 1 year,0
3000,4/22/2016,other,,505.24%,238xx,VA,< 1 year,0
5000,4/22/2016,Debt consolidation,,27.99%,051xx,VT,< 1 year,0
12000,4/22/2016,debt_consolidation,,16.48%,983xx,WA,5 years,0
15000,4/22/2016,debt_consolidation,,14.15%,730xx,OK,5 years,0
20000,4/22/2016,home_improvement,643,32.10%,770xx,TX,< 1 year,0
14250,4/22/2016,debt_consolidation,,16.44%,030xx,NH,5 years,0
10000,4/22/2016,home_improvement,,11.07%,463xx,IN,5 years,0
30000,4/22/2016,Debt consolidation,,15.27%,271xx,NC,,0
13000,4/22/2016,car,,31.61%,109xx,NY,< 1 year,0
2000,4/22/2016,other,,10.71%,700xx,LA,5 years,0
5000,4/22/2016,other,,0.91%,463xx,IN,5 years,0
5000,4/22/2016,home_improvement,625,25.90%,310xx,GA,< 1 year,0
35000,4/22/2016,house,,0.67%,786xx,TX,< 1 year,0
10000,4/22/2016,debt_consolidation,668,46.12%,356xx,AL,< 1 year,0
5000,4/22/2016,major_purchase,,14.91%,181xx,PA,< 1 year,0
21750,4/22/2016,debt_consolidation,,42.59%,782xx,TX,5 years,0
40000,4/22/2016,house,576,0%,191xx,PA,< 1 year,0
15000,4/22/2016,home_improvement,,0%,363xx,AL,< 1 year,0
40000,4/22/2016,debt_consolidation,,25.82%,282xx,NC,< 1 year,0
5000,4/22/2016,debt_consolidation,,6.71%,482xx,MI,< 1 year,0
11000,4/22/2016,debt_consolidation,,78.03%,472xx,IN,,0
8500,4/22/2016,debt_consolidation,,28.24%,919xx,CA,< 1 year,0
4125,4/22/2016,debt_consolidation,,13.43%,165xx,PA,5 years,0
1700,4/22/2016,major_purchase,,7.20%,554xx,MN,< 1 year,0
20000,4/22/2016,other,,36.98%,791xx,TX,< 1 year,0
2800,4/22/2016,Major purchase,,5.02%,923xx,CA,2 years,0
1200,4/22/2016,Other,,2.88%,076xx,NJ,3 years,0
10000,4/22/2016,debt_consolidation,,99.52%,146xx,NY,< 1 year,0
15000,4/22/2016,debt_consolidation,,4.77%,871xx,NM,< 1 year,0
16000,4/22/2016,debt_consolidation,,55.05%,291xx,SC,< 1 year,0
4500,4/22/2016,credit_card,,10.38%,378xx,TN,5 years,0
15000,4/22/2016,debt_consolidation,,39.19%,766xx,TX,< 1 year,0
20000,4/22/2016,debt_consolidation,707,5.82%,925xx,CA,< 1 year,0
20000,4/22/2016,debt_consolidation,684,18.81%,967xx,HI,< 1 year,0
5000,4/22/2016,car,,15.20%,960xx,CA,< 1 year,0
1000,4/22/2016,major_purchase,,25.57%,112xx,NY,< 1 year,0
15000,4/22/2016,Debt consolidation,629,49.03%,920xx,CA,3 years,0
40000,4/22/2016,debt_consolidation,,26.93%,727xx,AR,< 1 year,0
10000,4/22/2016,debt_consolidation,,24.24%,704xx,LA,< 1 year,0
30000,4/22/2016,debt_consolidation,,43.35%,435xx,OH,,0
17000,4/22/2016,credit_card,,35.75%,144xx,NY,5 years,0
85000,4/22/2016,Business Loan,,-1%,921xx,CA,< 1 year,0
3000,4/22/2016,major_purchase,,33.43%,534xx,WI,< 1 year,0
20000,4/22/2016,debt_consolidation,681,60.71%,453xx,OH,< 1 year,0
35000,4/22/2016,house,,15.16%,492xx,MI,5 years,0
22500,4/22/2016,major_purchase,,1.08%,956xx,CA,< 1 year,0
20000,4/22/2016,debt_consolidation,,35.98%,932xx,CA,< 1 year,0
20000,4/22/2016,major_purchase,651,15.15%,117xx,NY,< 1 year,0
10000,4/22/2016,debt_consolidation,644,7.79%,983xx,WA,< 1 year,0
5500,4/22/2016,other,,16.16%,150xx,PA,< 1 year,0
16000,4/22/2016,debt_consolidation,646,15.81%,932xx,CA,< 1 year,0
20000,4/22/2016,moving,,1.54%,606xx,IL,< 1 year,0
2500,4/22/2016,other,,10.62%,953xx,CA,5 years,0
40000,4/22/2016,other,,0%,207xx,MD,< 1 year,0
12000,4/22/2016,Credit card refinancing,,8.94%,117xx,NY,10+ years,0
30000,4/22/2016,debt_consolidation,509,23.14%,907xx,CA,< 1 year,0
15000,4/22/2016,home_improvement,763,21.73%,191xx,PA,< 1 year,0
2000,4/22/2016,moving,,13.96%,722xx,AR,< 1 year,0
7000,4/22/2016,debt_consolidation,,42.20%,089xx,NJ,< 1 year,0
1000,4/22/2016,other,,11.35%,352xx,AL,< 1 year,0
10000,4/22/2016,credit_card,,69.99%,424xx,KY,< 1 year,0
5000,4/22/2016,credit_card,,21.57%,278xx,NC,< 1 year,0
15000,4/22/2016,debt_consolidation,,48.76%,436xx,OH,< 1 year,0
7000,4/22/2016,debt_consolidation,,24.96%,350xx,AL,5 years,0
8000,4/22/2016,house,,7.34%,915xx,CA,5 years,0
2000,4/22/2016,moving,553,22.57%,190xx,PA,< 1 year,0
12000,4/22/2016,debt_consolidation,,31.84%,276xx,NC,< 1 year,0
20000,4/22/2016,credit_card,,17.91%,934xx,CA,< 1 year,0
35000,4/22/2016,debt_consolidation,639,25.75%,921xx,CA,< 1 year,0
10000,4/22/2016,home_improvement,666,24.04%,176xx,PA,< 1 year,0
6000,4/22/2016,debt_consolidation,,11.58%,326xx,FL,< 1 year,0
1800,4/22/2016,home_improvement,,23.81%,136xx,NY,< 1 year,0
4900,4/22/2016,debt_consolidation,,32.92%,442xx,OH,< 1 year,0
7500,4/22/2016,debt_consolidation,,20.96%,433xx,OH,< 1 year,0
4475,4/22/2016,medical,,-1%,780xx,TX,,0
